emp_number,surname,user_name,gender,city,job_title,department_name,store_location,division,age,lengthservice,absenthours,business_unit
263,Hilyard,Brian,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,29,4,0.00,Stores
264,Harder,Gary,M,Armstrong,Baker,Bakery,Vernon,Stores,36,3,26.70,Stores
265,Goode,Todd,M,Field,Baker,Bakery,Cranbrook,Stores,46,4,28.78,Stores
266,Dunn,Barbara,F,New Westminster,Baker,Bakery,New Westminster,Stores,32,6,40.50,Stores
267,Leblanc,Louis,M,Youbou,Baker,Bakery,Victoria,Stores,40,4,49.91,Stores
268,Geist,Gregory,M,Fort St John,Baker,Bakery,Fort St John,Stores,45,5,71.62,Stores
269,McCann,Hazel,F,Kelowna,Baker,Bakery,Kelowna,Stores,40,8,22.73,Stores
270,Logan,James,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,48,5,20.11,Stores
271,Salinas,Ernest,M,Bowen Island,Bakery Manager,Bakery,Vancouver,Stores,22,3,0.00,Stores
272,Sherman,Viola,F,Surrey,Baker,Bakery,Surrey,Stores,49,5,75.60,Stores
273,Santo,Hubert,M,Sorrento,Baker,Bakery,Kamloops,Stores,38,4,3.03,Stores
274,Knotts,James,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,38,3,18.77,Stores
275,Gaddy,Tracy,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,57,5,122.66,Stores
276,Holloway,Louisa,F,Surrey,Baker,Bakery,Surrey,Stores,34,6,28.40,Stores
277,Fralick,Thelma,F,Victoria,Baker,Bakery,Victoria,Stores,29,3,36.26,Stores
278,Lamm,Breanna,F,Victoria,Baker,Bakery,Victoria,Stores,54,5,73.94,Stores
279,Gregor,William,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,56,6,85.86,Stores
280,Galligan,Gloria,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,49,4,74.28,Stores
281,Wilson,Frank,M,Victoria,Baker,Bakery,Victoria,Stores,46,5,104.03,Stores
282,Tice,Andre,M,Victoria,Baker,Bakery,Victoria,Stores,36,3,0.00,Stores
283,Weaver,Phillip,M,Prince George,Baker,Bakery,Prince George,Stores,40,5,36.86,Stores
284,Marshall,Gwendolyn,F,Merritt,Baker,Bakery,Kamloops,Stores,43,5,38.29,Stores
285,Braud,Alfonso,M,Crawford Bay,Baker,Bakery,Cranbrook,Stores,38,5,28.63,Stores
286,Kelleher,Latonya,F,Richmond,Baker,Bakery,Richmond,Stores,45,7,75.08,Stores
287,Gorski,Henrietta,F,Rossland,Baker,Bakery,Trail,Stores,59,5,146.00,Stores
288,Murray,Jennifer,F,New Westminster,Baker,Bakery,New Westminster,Stores,30,8,46.68,Stores
289,Neill,Harry,M,Victoria,Baker,Bakery,Victoria,Stores,64,5,198.61,Stores
290,Gelinas,Michael,M,Sidney,Baker,Bakery,Victoria,Stores,37,4,0.00,Stores
291,Hansen,Earl,M,New Westminster,Baker,Bakery,New Westminster,Stores,48,6,76.72,Stores
292,Russo,Lisa,F,Kamloops,Baker,Bakery,Kamloops,Stores,12,5,0.00,Stores
293,Higginbotham,John,M,Castlegar,Baker,Bakery,Trail,Stores,31,7,0.00,Stores
294,Hollen,Joseph,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,48,7,101.19,Stores
295,Utter,Charles,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,46,4,102.81,Stores
296,Crafton,Nancy,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,36,3,95.89,Stores
297,Curtis,Freida,F,New Westminster,Baker,Bakery,New Westminster,Stores,53,3,139.69,Stores
298,Ashley,Bernice,F,Kelowna,Baker,Bakery,Kelowna,Stores,48,4,68.54,Stores
299,Neal,Amanda,F,Pender Harbour,Baker,Bakery,Victoria,Stores,28,4,0.00,Stores
300,Courtois,Dennis,M,Victoria,Baker,Bakery,Victoria,Stores,47,5,44.49,Stores
301,Mobley,Willie,M,Quesnel,Baker,Bakery,Quesnel,Stores,41,4,0.00,Stores
302,Noriega,Mary,F,Spences Bridge,Baker,Bakery,Kamloops,Stores,43,3,68.67,Stores
303,Moore,William,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,50,26,57.21,HeadOffice
304,Barrientez,Xavier,M,New Westminster,Baker,Bakery,New Westminster,Stores,39,5,0.00,Stores
305,Ingram,Kenneth,M,West Vancouver,Cashier,Customer Service,West Vancouver,Stores,56,6,83.18,Stores
306,Ober,Steven,M,Richmond,Baker,Bakery,Richmond,Stores,31,4,0.00,Stores
307,Hull,Craig,M,New Westminster,Baker,Bakery,New Westminster,Stores,46,6,35.37,Stores
308,Davis,Lori,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53,5,60.25,HeadOffice
309,Sands,Diane,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,56,16,0.00,HeadOffice
310,Watts,Ismael,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,46,4,65.70,Stores
311,Lynch,Raymond,M,Langley,Baker,Bakery,Langley,Stores,47,6,86.28,Stores
312,Gerard,Kenneth,M,Willow Point,Baker,Bakery,Trail,Stores,46,4,75.86,Stores
313,Daniel,Jennifer,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55,32,113.90,HeadOffice
314,Guzman,Sharon,F,Langley,Baker,Bakery,Langley,Stores,39,2,40.51,Stores
315,Carbaugh,Monica,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,64,2,206.87,Stores
316,Espinoza,Steven,M,Penticton,Baker,Bakery,Kelowna,Stores,46,4,35.57,Stores
317,Mills,Tiffany,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53,10,42.15,HeadOffice
318,Chamness,Richard,M,New Westminster,Baker,Bakery,New Westminster,Stores,46,4,107.71,Stores
319,Bricker,Jacqueline,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38,4,71.14,Stores
320,Yokoyama,Jorge,M,Kelowna,Baker,Bakery,Kelowna,Stores,61,2,181.06,Stores
321,Jackson,Justin,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,50,22,21.18,HeadOffice
322,Gomez,Irene,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39,13,0.00,HeadOffice
323,Cromer,Arthur,M,Nelson,Baker,Bakery,Nelson,Stores,27,3,0.00,Stores
324,Davis,Michael,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,50,32,0.00,HeadOffice
325,Snowden,Linda,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,55,18,72.30,HeadOffice
326,Helton,Mary,F,Surrey,Baker,Bakery,Surrey,Stores,49,3,90.59,Stores
327,Shockley,Franklin,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,38,6,13.95,Stores
328,Johnstone,Armand,M,Richmond,Baker,Bakery,Richmond,Stores,38,8,43.27,Stores
329,Linder,Janice,F,North Vancouver,Baker,Bakery,North Vancouver,Stores,14,3,0.00,Stores
330,Gonzalez,Rodney,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,46,7,44.97,Stores
331,Stalder,Lawrence,M,Woss,Baker,Bakery,Cranbrook,Stores,42,5,39.07,Stores
332,Price,Daisy,F,New Westminster,Baker,Bakery,New Westminster,Stores,50,4,127.15,Stores
333,Olson,Ronald,M,Cobble Hill,Baker,Bakery,Victoria,Stores,60,7,125.88,Stores
334,Collins,Timothy,M,Lac La Hache,Baker,Bakery,Williams Lake,Stores,41,7,58.95,Stores
335,Clay,William,M,Victoria,Baker,Bakery,Victoria,Stores,54,4,129.27,Stores
336,Davis,Paul,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,52,4,90.27,Stores
337,Snow,Darwin,M,Muncho Lake,Baker,Bakery,Fort St John,Stores,49,4,73.93,Stores
338,Giuliani,Philip,M,Hedley,Baker,Bakery,Princeton,Stores,41,4,7.23,Stores
339,Kwan,Mary,F,Sardis,Baker,Bakery,Chilliwack,Stores,52,1,145.88,Stores
340,Moody,Bebe,F,Gold Bridge,Baker,Bakery,Kamloops,Stores,34,4,23.06,Stores
341,Burg,Eleanor,F,Victoria,Baker,Bakery,Victoria,Stores,48,4,50.69,Stores
342,Zamora,Frances,F,Sparwood,Baker,Bakery,Cranbrook,Stores,42,4,87.10,Stores
343,Campbell,Jeremiah,M,Port Mcneill,Baker,Bakery,Nanaimo,Stores,48,7,79.01,Stores
344,Alvarado,Anabel,F,Fort St John,Baker,Bakery,Fort St John,Stores,47,7,92.25,Stores
345,Hughes,Margaret,F,Salmon Valley,Baker,Bakery,Prince George,Stores,65,4,207.36,Stores
346,Collins,Grace,F,Squamish,Baker,Bakery,Squamish,Stores,40,3,57.79,Stores
347,Cunningham,Lisa,F,New Westminster,Baker,Bakery,New Westminster,Stores,45,3,57.47,Stores
348,Corcoran,Cassandra,F,Victoria,Baker,Bakery,Victoria,Stores,49,5,75.49,Stores
349,Stier,Amy,F,Victoria,Baker,Bakery,Victoria,Stores,25,4,0.00,Stores
350,Horton,Samuel,M,Kelowna,Baker,Bakery,Kelowna,Stores,29,4,18.74,Stores
351,Jones,Jorge,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,40,22,120.38,HeadOffice
352,Davenport,Leonard,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,54,36,0.00,HeadOffice
353,Mullen,David,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,58,6,127.14,HeadOffice
354,Dobbs,Samuel,M,Surrey,Baker,Bakery,Surrey,Stores,46,3,55.34,Stores
355,Mendez,Linda,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,62,44,0.00,HeadOffice
356,Hedges,Edward,M,Richmond,Baker,Bakery,Richmond,Stores,41,3,59.29,Stores
357,Feldman,Troy,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,48,5,105.19,Stores
358,Booth,Blanca,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,54,6,120.29,Stores
359,Cummings,Lance,M,New Westminister,Baker,Bakery,New Westminister,Stores,46,6,96.19,Stores
360,Bober,Colleen,F,Agassiz,Baker,Bakery,Chilliwack,Stores,51,4,146.04,Stores
361,Shaffer,Justin,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,50,6,66.93,Stores
362,Reyes,Lauren,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,63,24,75.95,HeadOffice
363,Calles,Mary,F,Fort Langley,Baker,Bakery,Langley,Stores,46,3,105.23,Stores
364,Rowen,Todd,M,Horsefly,Baker,Bakery,Prince George,Stores,47,4,65.20,Stores
365,Meadows,Carlos,M,Kelowna,Baker,Bakery,Kelowna,Stores,33,3,0.00,Stores
366,Hurlburt,Robert,M,Avola,Cashier,Customer Service,Kamloops,Stores,55,8,115.60,Stores
367,Castillo,Angela,F,Bear Lake,Baker,Bakery,Prince George,Stores,35,7,0.00,Stores
368,Noriega,Diane,F,New Westminister,Baker,Bakery,New Westminister,Stores,38,7,0.00,Stores
369,Honaker,George,M,Cobble Hill,Baker,Bakery,Victoria,Stores,47,4,112.20,Stores
370,Westman,Stacy,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,20,3,0.00,Stores
371,Kuntz,Daniel,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,39,6,57.95,Stores
372,Alonzo,Janette,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,43,23,63.22,HeadOffice
373,Walker,Yvette,F,Victoria,Baker,Bakery,Victoria,Stores,49,4,73.93,Stores
374,Garcia,Maria,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,43,6,33.08,Stores
375,Myers,Patrick,M,Fauquier,Cashier,Customer Service,Trail,Stores,44,3,96.67,Stores
376,Martinez,Esther,F,Brackendale,Baker,Bakery,Squamish,Stores,31,4,23.75,Stores
377,Norman,Willie,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,46,6,71.23,Stores
378,March,Joseph,M,Victoria,Baker,Bakery,Victoria,Stores,58,8,95.95,Stores
379,Hays,Danny,M,Victoria,Baker,Bakery,Victoria,Stores,55,5,125.86,Stores
380,Patterson,Ryan,M,Quesnel,Baker,Bakery,Quesnel,Stores,58,6,114.41,Stores
381,Joyce,Steve,M,Skookumchuck,Baker,Bakery,Nanaimo,Stores,49,5,43.81,Stores
382,Greenberg,Tami,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,39,3,55.55,Stores
383,Wood,Roland,M,Huntingdon,Cashier,Customer Service,Abbotsford,Stores,48,5,68.91,Stores
384,Staub,Carrie,F,Victoria,Baker,Bakery,Victoria,Stores,27,7,0.00,Stores
385,Crisp,Salvador,M,Hedley,Baker,Bakery,Princeton,Stores,23,6,11.07,Stores
386,Drayton,Megan,F,Prince George,Baker,Bakery,Prince George,Stores,47,5,125.88,Stores
387,Morris,Francisco,M,New Westminster,Baker,Bakery,New Westminster,Stores,39,6,19.46,Stores
388,Stanko,Rose,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,36,5,0.00,Stores
389,Pollard,Katie,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,43,6,75.40,Stores
390,Lietz,Katrina,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,41,7,94.28,Stores
391,Carpentier,William,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,54,12,0.00,HeadOffice
392,Johnson,Jennifer,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,64,4,110.14,HeadOffice
393,McCloud,Michael,M,Britannia Beach,Baker,Bakery,Squamish,Stores,46,6,123.10,Stores
394,Martin,Jose,M,Parksville,Baker,Bakery,Nanaimo,Stores,42,4,87.33,Stores
395,Navarrete,Leonard,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,25,4,0.00,Stores
396,Buendia,Georgia,F,Campbell River,Baker,Bakery,Nanaimo,Stores,59,5,115.04,Stores
397,Cook,Joseph,M,Comox,Baker,Bakery,Nanaimo,Stores,17,6,0.00,Stores
398,Winship,Linda,F,Victoria,Baker,Bakery,Victoria,Stores,54,4,159.19,Stores
399,Velez,Lori,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,50,3,128.52,Stores
400,Paxson,James,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47,6,67.24,Stores
401,Foster,Robert,M,Victoria,Baker,Bakery,Victoria,Stores,28,5,0.00,Stores
402,Acevedo,Earl,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,41,21,0.00,HeadOffice
403,Oneal,Nancy,F,Decker Lake,Baker,Bakery,Prince George,Stores,54,4,112.42,Stores
404,Hunter,Margaret,F,Brackendale,Baker,Bakery,Squamish,Stores,39,5,14.81,Stores
405,Miranda,Sonya,F,Victoria,Baker,Bakery,Victoria,Stores,37,5,19.83,Stores
406,Hernandez,Walter,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,57,11,0.00,HeadOffice
407,Russell,Linda,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,24,6,0.00,HeadOffice
408,Howard,Ruby,F,Port Hardy,Baker,Bakery,Nanaimo,Stores,57,5,188.81,Stores
409,Pickett,Marta,F,Burnaby,Baker,Bakery,Burnaby,Stores,40,4,24.65,Stores
410,McDonald,Raquel,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,38,4,38.98,Stores
411,Usher,Clifton,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,46,19,0.00,HeadOffice
412,Click,Audra,F,Burnaby,Baker,Bakery,Burnaby,Stores,30,1,0.00,Stores
413,Whitman,Gary,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,47,7,133.25,Stores
414,Vargas,Susan,F,Flatrock,Baker,Bakery,Fort St John,Stores,37,7,43.05,Stores
415,Owen,Jay,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,25,6,0.00,Stores
416,Hayes,Eric,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,50,27,31.58,HeadOffice
417,Creighton,Marie,F,Sechelt,Cashier,Customer Service,West Vancouver,Stores,39,2,32.58,Stores
418,Briones,Karin,F,Princeton,Cashier,Customer Service,Princeton,Stores,49,4,105.27,Stores
419,Kent,Charles,M,Kelowna,Baker,Bakery,Kelowna,Stores,46,4,90.90,Stores
420,Jones,Jeremy,M,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,41,3,64.67,Stores
421,Pierce,Anita,F,Woss,Baker,Bakery,Cranbrook,Stores,42,1,40.36,Stores
422,Andrews,Sergio,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,53,17,0.00,HeadOffice
423,Reeves,Freddy,M,Prince George,Baker,Bakery,Prince George,Stores,34,4,0.00,Stores
424,Tovar,Sarah,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,35,4,21.78,Stores
425,Sullivan,Stephen,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,48,5,108.89,Stores
426,Alexander,Sarah,F,Surrey,Baker,Bakery,Surrey,Stores,54,5,111.67,Stores
427,Hess,Charles,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,56,34,0.00,HeadOffice
428,Nance,Elaine,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,55,7,126.59,HeadOffice
429,Oneil,Austin,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,42,5,65.83,Stores
430,Arrington,Donna,F,Vernon,Baker,Bakery,Vernon,Stores,41,5,89.10,Stores
431,Toliver,Betty,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,44,6,77.99,Stores
432,Cox,Sharon,F,Victoria,Baker,Bakery,Victoria,Stores,56,4,162.07,Stores
433,Moore,Charles,M,Slocan,Cashier,Customer Service,Trail,Stores,47,2,58.36,Stores
434,Adkins,Jane,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,35,4,13.92,Stores
435,Smith,Doris,F,Lumby,Baker,Bakery,Vernon,Stores,58,4,202.22,Stores
436,Torres,Frances,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,53,19,60.32,HeadOffice
437,Hall,Cristobal,M,Surrey,Baker,Bakery,Surrey,Stores,57,4,154.29,Stores
438,Ruiz,Richard,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,56,22,73.09,HeadOffice
439,Marin,Juan,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,28,6,0.00,Stores
440,Lee,Helen,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,67,1,0.00,HeadOffice
441,Watts,April,F,Decker Lake,Baker,Bakery,Prince George,Stores,43,6,59.14,Stores
442,Stevens,Matt,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,39,4,17.60,Stores
443,Hufford,Salena,F,Chase,Cashier,Customer Service,Kamloops,Stores,32,2,50.38,Stores
444,Wood,Shawnee,F,Dawson Creek,Dairy Person,Dairy,Dawson Creek,Stores,45,5,116.65,Stores
445,Powell,Brittany,F,Sooke,Baker,Bakery,Victoria,Stores,55,5,104.08,Stores
446,Richardson,Michael,M,Boston Bar,Baker,Bakery,Chilliwack,Stores,29,5,0.00,Stores
447,Burt,Joy,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,53,4,114.51,Stores
448,Orsini,Marcus,M,Sparwood,Baker,Bakery,Cranbrook,Stores,39,2,12.25,Stores
449,Webb,Arthur,M,Union Bay,Baker,Bakery,Nanaimo,Stores,61,2,124.15,Stores
450,Hallock,Lorine,F,Victoria,Baker,Bakery,Victoria,Stores,45,4,104.30,Stores
451,Knight,Cecelia,F,Francois Lake,Baker,Bakery,Prince George,Stores,23,6,0.00,Stores
452,Archer,Renee,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,39,21,88.63,HeadOffice
453,Doris,Richard,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,53,8,77.58,HeadOffice
454,Tobey,Melissa,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,36,6,0.00,Stores
455,Sheffield,Rosemary,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46,6,129.63,Stores
456,Rose,Leslie,M,Richmond,Baker,Bakery,Richmond,Stores,62,3,84.83,Stores
457,Davis,Susan,F,Summerland,Baker,Bakery,Kelowna,Stores,45,5,82.20,Stores
458,Buda,Thomas,M,Mackenzie,Baker,Bakery,Prince George,Stores,34,4,22.63,Stores
459,Haveman,Melinda,F,Montney,Cashier,Customer Service,Fort St John,Stores,39,5,53.18,Stores
460,Jones,Shannon,M,Chief Lake,Cashier,Customer Service,Prince George,Stores,58,7,113.12,Stores
461,Hockman,Patricia,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,42,8,96.84,Stores
462,Hall,Lakeisha,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,56,5,93.23,HeadOffice
463,Muir,Latonya,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,33,4,31.12,Stores
464,Foster,Paul,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,33,15,33.81,HeadOffice
465,Coleman,Ana,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,52,6,164.03,Stores
466,King,Zoraida,F,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,39,12,68.60,HeadOffice
467,Traylor,Brenda,F,Burnaby,Baker,Bakery,Burnaby,Stores,51,7,74.59,Stores
468,Clark,Kevin,M,Surrey,Baker,Bakery,Surrey,Stores,30,6,0.00,Stores
469,Camp,Chris,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,42,9,67.18,HeadOffice
470,Quesada,Thomas,M,Westwold,Cashier,Customer Service,Vernon,Stores,63,2,156.14,Stores
471,Smith,Cathy,F,Nelson,Cashier,Customer Service,Nelson,Stores,64,4,142.84,Stores
472,Willis,Ray,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,38,1,0.00,HeadOffice
473,Lyons,Jeannette,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,37,5,0.00,Stores
474,Keith,Larry,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,53,6,80.01,HeadOffice
475,Morales,Gerald,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,38,6,9.28,Stores
476,Jimenez,Mike,M,Vancouver,Trainer,Training,Vancouver,HumanResources,50,7,90.37,HeadOffice
477,Nusbaum,William,M,Kaslo,Baker,Bakery,Cranbrook,Stores,31,7,25.89,Stores
478,Calcote,Hildred,F,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,45,5,99.12,Stores
479,Alvarado,Erica,F,Invermere,Cashier,Customer Service,Cranbrook,Stores,28,4,0.00,Stores
480,Chang,Gertrude,F,Vancouver,Trainer,Training,Vancouver,HumanResources,53,14,30.62,HeadOffice
481,Williams,Gracie,F,Victoria,Baker,Bakery,Victoria,Stores,25,2,10.73,Stores
482,Bull,Carey,M,Creston,Cashier,Customer Service,Cranbrook,Stores,41,4,70.64,Stores
483,Robbins,Henry,M,Vancouver,Trainer,Training,Vancouver,HumanResources,56,19,0.00,HeadOffice
484,Fernandez,Jennifer,F,Surrey,Baker,Bakery,Surrey,Stores,31,5,23.91,Stores
485,Spinks,Danielle,F,Terrace,Baker,Bakery,Terrace,Stores,50,7,118.45,Stores
486,Roos,James,M,Vancouver,Trainer,Training,Vancouver,HumanResources,55,37,50.27,HeadOffice
487,Vanleuven,Raymond,M,Langley,Baker,Bakery,Langley,Stores,38,4,11.81,Stores
488,Pettiford,Jason,M,Surrey,Baker,Bakery,Surrey,Stores,28,2,0.99,Stores
489,Grimes,Elizabeth,F,Beaver Valley,Cashier,Customer Service,Williams Lake,Stores,35,3,37.08,Stores
490,Smith,Nicholas,M,Langley,Baker,Bakery,Langley,Stores,35,6,0.03,Stores
491,Mays,Steven,M,Oyster River,Baker,Bakery,Nanaimo,Stores,28,5,0.00,Stores
492,Phillips,Winston,M,Agassiz,Baker,Bakery,Chilliwack,Stores,36,4,37.16,Stores
493,Bertrand,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,50,5,100.50,Stores
494,Lorenz,Shane,M,Vancouver,Trainer,Training,Vancouver,HumanResources,53,5,106.11,HeadOffice
495,Felix,Carl,M,Vancouver,Trainer,Training,Vancouver,HumanResources,50,32,0.00,HeadOffice
496,Green,Anna,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,41,3,67.65,Stores
497,Nevitt,Phillip,M,D'arcy,Baker,Bakery,Squamish,Stores,54,6,129.75,Stores
498,Troup,Martha,F,Burnaby,Baker,Bakery,Burnaby,Stores,40,4,77.00,Stores
499,Ross,Eric,M,Surrey,Baker,Bakery,Surrey,Stores,35,5,48.84,Stores
500,Farley,Jerry,M,Winfield,Baker,Bakery,Kelowna,Stores,41,6,52.38,Stores
501,Moore,Katherine,F,Vancouver,Trainer,Training,Vancouver,HumanResources,51,13,84.30,HeadOffice
502,Sheppard,Viviana,F,Vancouver,Trainer,Training,Vancouver,HumanResources,41,11,57.05,HeadOffice
503,Brown,Peggy,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,30,3,31.12,Stores
504,Davis,Danielle,F,Logan Lake,Cashier,Customer Service,Kamloops,Stores,43,7,53.08,Stores
505,Leblanc,Stephanie,F,Vancouver,Trainer,Training,Vancouver,HumanResources,48,27,0.00,HeadOffice
506,Burton,Stella,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46,4,81.20,Stores
507,Kelley,David,M,Burnaby,Baker,Bakery,Burnaby,Stores,46,7,44.21,Stores
508,Ernst,Karen,F,Prince George,Cashier,Customer Service,Prince George,Stores,66,5,169.77,Stores
509,Callahan,Paul,M,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,41,5,79.44,Stores
510,Head,Geneva,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,43,3,71.06,Stores
511,Barr,Joy,F,Campbell River,Baker,Bakery,Nanaimo,Stores,52,3,123.70,Stores
512,Alexis,Janet,F,Haney,Baker,Bakery,Haney,Stores,27,4,0.00,Stores
513,Boyd,Gayle,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,42,6,83.60,Stores
514,Norberg,John,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,14,2,0.00,Stores
515,Ogle,Margaret,F,Burnaby,Baker,Bakery,Burnaby,Stores,25,4,45.31,Stores
516,Soria,Barbara,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38,5,69.66,Stores
517,McMaster,Tim,M,Woss,Cashier,Customer Service,Cranbrook,Stores,44,2,26.03,Stores
518,Hardy,Nick,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,42,4,50.58,Stores
519,Devaney,Stacey,F,Vancouver,Trainer,Training,Vancouver,HumanResources,42,23,45.89,HeadOffice
520,Patterson,Jackie,F,Vancouver,Baker,Bakery,Vancouver,Stores,56,3,133.69,Stores
521,Lucas,Julie,F,Vancouver,Baker,Bakery,Vancouver,Stores,46,5,96.22,Stores
522,Wilson,Walter,M,Vancouver,Baker,Bakery,Vancouver,Stores,42,9,52.62,Stores
523,Bains,Kelly,M,Ganges,Cashier,Customer Service,Victoria,Stores,40,4,44.01,Stores
524,Hall,Andrea,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,40,6,95.21,Stores
525,Baker,Julio,M,Vancouver,Baker,Bakery,Vancouver,Stores,26,6,0.00,Stores
